"Year","Lat","Lon","AreaSwept_km2","Response_variable","Data_type"
2009,28.349,-96.187,0.035728,353.5,"Biomass_KG"
2006,28.324,-96.116,0.054675,41.006,"Biomass_KG"
2006,28.3,-96.082,0.011503,10.888,"Biomass_KG"
2006,28.285,-95.996,0.056365,1613.6,"Biomass_KG"
2006,28.293,-96.009,0.054221,798.52,"Biomass_KG"
2010,28.359,-96.021,0.029804,0,"Biomass_KG"
2013,28.328,-96.069,0.030532,533.17,"Biomass_KG"
2013,28.287,-96.067,0.030048,567.84,"Biomass_KG"
2011,28.374,-96.041,0.03089,0,"Biomass_KG"
2014,28.394,-96.119,0.031709,39.858,"Biomass_KG"
2014,28.414,-96.106,0.031709,21.964,"Biomass_KG"
2013,28.361,-96.055,0.031156,79.036,"Biomass_KG"
2012,28.358,-96.128,0.028452,34.81,"Biomass_KG"
2012,28.325,-96.122,0.032168,486,"Biomass_KG"
2010,28.346,-95.986,0.031156,1431.8,"Biomass_KG"
2009,28.357,-96.133,0.030412,0,"Biomass_KG"
2009,28.325,-96.055,0.02968,0,"Biomass_KG"
2009,28.313,-95.988,0.027899,131.64,"Biomass_KG"
2006,28.326,-95.919,0.055772,2684.3,"Biomass_KG"
2007,28.436,-95.927,0.036873,0,"Biomass_KG"
2010,28.421,-95.863,0.028161,134.27,"Biomass_KG"
2010,28.393,-95.844,0.027235,0,"Biomass_KG"
2011,28.307,-95.809,0.02968,736.16,"Biomass_KG"
2014,28.407,-95.816,0.029957,304.73,"Biomass_KG"
2008,28.334,-95.891,0.035831,0,"Biomass_KG"
2013,28.324,-95.918,0.032536,4679.5,"Biomass_KG"
2013,28.418,-95.858,0.031477,0,"Biomass_KG"
2009,28.274,-95.939,0.03276,5991.9,"Biomass_KG"
2009,28.329,-95.925,0.033039,258.17,"Biomass_KG"
2009,28.354,-95.867,0.029804,44.451,"Biomass_KG"
2007,28.303,-95.656,0.027768,98.82,"Biomass_KG"
2008,28.266,-95.636,0.036111,347.91,"Biomass_KG"
2013,28.382,-95.678,0.030622,3257.1,"Biomass_KG"
2009,28.313,-95.685,0.030048,15.456,"Biomass_KG"
2007,28.287,-95.516,0.026535,62.271,"Biomass_KG"
2007,28.317,-95.488,0.025722,0,"Biomass_KG"
2007,28.266,-95.496,0.063423,252.78,"Biomass_KG"
2011,28.34,-95.45,0.032592,458.39,"Biomass_KG"
2012,28.41,-95.457,0.031156,21.828,"Biomass_KG"
2011,28.34,-95.474,0.03542,290.22,"Biomass_KG"
2011,28.274,-95.576,0.03386,922.4,"Biomass_KG"
2013,28.319,-95.48,0.033424,2590.6,"Biomass_KG"
2012,28.361,-95.517,0.029711,4126.2,"Biomass_KG"
2009,28.261,-95.528,0.034794,1670.6,"Biomass_KG"
2009,28.386,-95.555,0.029804,0,"Biomass_KG"
2009,28.332,-95.483,0.030532,15.083,"Biomass_KG"
2010,28.297,-95.307,0.03276,0,"Biomass_KG"
2010,28.343,-95.385,0.033833,268.32,"Biomass_KG"
2010,28.334,-95.335,0.035212,223.82,"Biomass_KG"
2010,28.429,-95.332,0.033479,33.952,"Biomass_KG"
2011,28.324,-95.363,0.032732,1799.8,"Biomass_KG"
2013,28.361,-95.378,0.030682,16.819,"Biomass_KG"
2013,28.333,-95.402,0.029711,56.313,"Biomass_KG"
2012,28.414,-95.31,0.029896,12.146,"Biomass_KG"
2014,28.409,-95.274,0.027899,47.56,"Biomass_KG"
2013,28.317,-95.337,0.0356,404.81,"Biomass_KG"
2009,28.44,-95.417,0.03386,7670,"Biomass_KG"
2009,28.284,-95.268,0.032082,345.54,"Biomass_KG"
2009,28.344,-95.406,0.03086,0,"Biomass_KG"
2007,28.359,-95.231,0.050201,4179.2,"Biomass_KG"
2006,28.347,-95.254,0.030147,326.67,"Biomass_KG"
2010,28.317,-95.155,0.028258,10.612,"Biomass_KG"
2011,28.317,-95.123,0.032508,55.245,"Biomass_KG"
2011,28.321,-95.252,0.032955,2172.8,"Biomass_KG"
2013,28.316,-95.105,0.023006,219.89,"Biomass_KG"
2011,28.263,-95.21,0.031156,1747.7,"Biomass_KG"
2011,28.435,-95.204,0.033039,990.85,"Biomass_KG"
2008,28.302,-95.156,0.054487,73.503,"Biomass_KG"
2008,28.261,-95.146,0.02488,0,"Biomass_KG"
2008,28.262,-95.145,0.026277,142.56,"Biomass_KG"
2010,28.384,-95.25,0.03276,2417.1,"Biomass_KG"
2009,28.356,-95.184,0.03089,473.02,"Biomass_KG"
2009,28.439,-95.22,0.031156,35.098,"Biomass_KG"
2009,28.394,-95.239,0.028452,86.322,"Biomass_KG"
2007,28.351,-95.048,0.045578,422.84,"Biomass_KG"
2007,28.353,-95.049,0.04329,491.1,"Biomass_KG"
2007,28.326,-95.037,0.053795,689.13,"Biomass_KG"
2007,28.288,-95.026,0.026832,18.46,"Biomass_KG"
2010,28.306,-94.969,0.031853,16.381,"Biomass_KG"
2010,28.267,-94.962,0.0271,893.37,"Biomass_KG"
2011,28.267,-95.027,0.031593,205.62,"Biomass_KG"
2013,28.388,-94.953,0.034263,304.63,"Biomass_KG"
2012,28.288,-94.967,0.03529,87.055,"Biomass_KG"
2011,28.298,-94.908,0.035186,622.42,"Biomass_KG"
2011,28.282,-94.949,0.034156,742.23,"Biomass_KG"
2014,28.333,-94.948,0.031853,2523.5,"Biomass_KG"
2014,28.349,-94.95,0.03086,586.35,"Biomass_KG"
2008,28.37,-94.906,0.033833,300.88,"Biomass_KG"
2012,28.44,-95.044,0.032168,94.716,"Biomass_KG"
2012,28.3,-94.954,0.030532,607.7,"Biomass_KG"
2012,28.264,-94.962,0.030048,775.84,"Biomass_KG"
2009,28.338,-94.902,0.034503,0,"Biomass_KG"
2009,28.384,-95.061,0.032704,62.206,"Biomass_KG"
2006,28.287,-94.893,0.053789,185.09,"Biomass_KG"
2006,28.326,-94.885,0.032823,117.75,"Biomass_KG"
2006,28.431,-94.872,0.016981,54.51,"Biomass_KG"
2011,28.278,-94.778,0.028962,169.89,"Biomass_KG"
2012,28.439,-94.834,0.033914,0,"Biomass_KG"
2011,28.271,-94.757,0.034263,323.33,"Biomass_KG"
2014,28.353,-94.836,0.029896,1464.2,"Biomass_KG"
2008,28.431,-94.865,0.032508,157.3,"Biomass_KG"
2008,28.322,-94.878,0.034236,56.805,"Biomass_KG"
2008,28.293,-94.861,0.033833,964.51,"Biomass_KG"
2010,28.319,-94.796,0.031156,861.02,"Biomass_KG"
2010,28.28,-94.79,0.028676,603.37,"Biomass_KG"
2010,28.436,-94.727,0.029804,273,"Biomass_KG"
2010,28.43,-94.85,0.032479,96.363,"Biomass_KG"
2009,28.399,-94.788,0.030682,40.496,"Biomass_KG"
2006,28.301,-94.551,0.056289,335.28,"Biomass_KG"
2006,28.337,-94.571,0.057098,78.128,"Biomass_KG"
2006,28.374,-94.589,0.056712,219.75,"Biomass_KG"
2010,28.435,-94.605,0.03086,167.41,"Biomass_KG"
2010,28.398,-94.624,0.03086,124.88,"Biomass_KG"
2011,28.332,-94.572,0.02968,1647.6,"Biomass_KG"
2013,28.261,-94.695,0.031709,139.22,"Biomass_KG"
2012,28.438,-94.609,0.036564,954.85,"Biomass_KG"
2011,28.294,-94.717,0.03276,685.38,"Biomass_KG"
2008,28.272,-94.697,0.034076,453.71,"Biomass_KG"
2013,28.42,-94.541,0.03092,833.95,"Biomass_KG"
2013,28.268,-94.559,0.035186,214.4,"Biomass_KG"
2009,28.426,-94.691,0.030412,0,"Biomass_KG"
2011,28.305,-94.458,0.032955,553.6,"Biomass_KG"
2013,28.268,-94.492,0.032479,432.81,"Biomass_KG"
2011,28.402,-94.374,0.032536,925.62,"Biomass_KG"
2014,28.317,-94.539,0.03168,1512.2,"Biomass_KG"
2013,28.369,-94.506,0.03086,466.68,"Biomass_KG"
2008,28.346,-94.367,0.055502,0,"Biomass_KG"
2008,28.306,-94.367,0.054285,25.961,"Biomass_KG"
2008,28.266,-94.369,0.055502,58.86,"Biomass_KG"
2009,28.408,-94.463,0.033616,1199.9,"Biomass_KG"
2009,28.264,-94.49,0.033833,45.77,"Biomass_KG"
2007,28.419,-94.258,0.034216,43.458,"Biomass_KG"
2010,28.274,-94.234,0.029151,1796.6,"Biomass_KG"
2012,28.322,-94.299,0.031709,40.628,"Biomass_KG"
2014,28.375,-94.284,0.035523,1365.6,"Biomass_KG"
2014,28.43,-94.255,0.033287,582.83,"Biomass_KG"
2009,28.39,-94.214,0.029804,421.92,"Biomass_KG"
2009,28.311,-94.185,0.033833,1903.5,"Biomass_KG"
2009,28.278,-94.217,0.030682,0,"Biomass_KG"
2006,28.422,-94.079,0.051252,989.34,"Biomass_KG"
2006,28.392,-94.055,0.049673,33.442,"Biomass_KG"
2006,28.362,-94.033,0.017836,25.029,"Biomass_KG"
2013,28.28,-94.029,0.028708,0,"Biomass_KG"
2009,28.337,-94.086,0.033941,0,"Biomass_KG"
2012,28.407,-93.974,0.031156,223.38,"Biomass_KG"
2012,28.278,-93.883,0.034156,136.06,"Biomass_KG"
2011,28.301,-93.913,0.034503,120.7,"Biomass_KG"
2008,28.284,-93.96,0.032704,44.198,"Biomass_KG"
2008,28.347,-93.91,0.056289,229.18,"Biomass_KG"
2008,28.387,-93.917,0.059191,193.55,"Biomass_KG"
2008,28.432,-93.925,0.024397,0,"Biomass_KG"
2012,28.272,-93.863,0.033039,547.9,"Biomass_KG"
2010,28.351,-93.879,0.035108,32.012,"Biomass_KG"
2007,28.422,-93.78,0.052797,0,"Biomass_KG"
2010,28.414,-93.683,0.030048,162.66,"Biomass_KG"
2012,28.348,-93.754,0.031244,0,"Biomass_KG"
2012,28.28,-93.764,0.035186,0,"Biomass_KG"
2014,28.377,-93.642,0.030048,158.87,"Biomass_KG"
2008,28.361,-93.645,0.032592,69.55,"Biomass_KG"
2012,28.363,-93.749,0.030532,187.89,"Biomass_KG"
2010,28.382,-93.787,0.035212,0,"Biomass_KG"
2009,28.267,-93.658,0.034156,0,"Biomass_KG"
2006,28.267,-93.558,0.055711,130.15,"Biomass_KG"
2006,28.305,-93.542,0.018279,12.234,"Biomass_KG"
2006,28.354,-93.534,0.055795,134.34,"Biomass_KG"
2006,28.396,-93.539,0.054156,320.8,"Biomass_KG"
2006,28.436,-93.54,0.016254,516.19,"Biomass_KG"
2007,28.348,-93.586,0.057448,69.6,"Biomass_KG"
2007,28.303,-93.593,0.056532,331.86,"Biomass_KG"
2010,28.373,-93.629,0.029214,300.82,"Biomass_KG"
2010,28.364,-93.631,0.032168,60.716,"Biomass_KG"
2010,28.288,-93.549,0.03542,0,"Biomass_KG"
2011,28.395,-93.524,0.032536,67.754,"Biomass_KG"
2011,28.402,-93.567,0.035186,0,"Biomass_KG"
2012,28.288,-93.515,0.034794,0,"Biomass_KG"
2012,28.297,-93.56,0.03386,78.374,"Biomass_KG"
2011,28.311,-93.519,0.031709,75.468,"Biomass_KG"
2008,28.359,-93.628,0.054132,0,"Biomass_KG"
2008,28.317,-93.629,0.055502,0,"Biomass_KG"
2008,28.276,-93.628,0.055897,0,"Biomass_KG"
2012,28.375,-93.62,0.029773,85.959,"Biomass_KG"
2009,28.345,-93.597,0.024954,826.59,"Biomass_KG"
2009,28.41,-93.544,0.028258,0,"Biomass_KG"
2009,28.409,-93.488,0.032508,0,"Biomass_KG"
2006,28.36,-93.316,0.056289,0,"Biomass_KG"
2006,28.394,-93.336,0.054883,55.712,"Biomass_KG"
2006,28.432,-93.35,0.024519,142.54,"Biomass_KG"
2007,28.351,-93.375,0.05685,264,"Biomass_KG"
2007,28.393,-93.375,0.055502,505.42,"Biomass_KG"
2007,28.433,-93.38,0.050389,251.6,"Biomass_KG"
2010,28.375,-93.438,0.032508,0,"Biomass_KG"
2012,28.382,-93.284,0.032928,38.455,"Biomass_KG"
2014,28.359,-93.369,0.030048,0,"Biomass_KG"
2014,28.408,-93.43,0.03086,23.346,"Biomass_KG"
2008,28.428,-93.303,0.037699,538.43,"Biomass_KG"
2008,28.349,-93.396,0.034156,928.11,"Biomass_KG"
2013,28.302,-93.303,0.031939,32.024,"Biomass_KG"
2008,28.367,-93.355,0.058444,74.08,"Biomass_KG"
2008,28.414,-93.359,0.055897,218.76,"Biomass_KG"
2010,28.36,-93.438,0.033287,0,"Biomass_KG"
2009,28.378,-93.421,0.029773,0,"Biomass_KG"
2011,28.319,-93.123,0.031853,368.95,"Biomass_KG"
2014,28.304,-93.161,0.031593,0,"Biomass_KG"
2008,28.3,-93.145,0.03168,66.446,"Biomass_KG"
2008,28.263,-93.269,0.03168,55.65,"Biomass_KG"
2012,28.378,-93.279,0.032282,953.82,"Biomass_KG"
2010,28.399,-93.238,0.034794,128.81,"Biomass_KG"
2010,28.412,-93.278,0.032592,0,"Biomass_KG"
2009,28.265,-93.274,0.03086,602.83,"Biomass_KG"
2009,28.333,-93.268,0.032479,0,"Biomass_KG"
2012,28.404,-92.926,0.03542,0,"Biomass_KG"
2012,28.398,-92.974,0.033941,247.83,"Biomass_KG"
2012,28.273,-93.062,0.033177,14.32,"Biomass_KG"
2014,28.395,-92.925,0.032536,36.858,"Biomass_KG"
2008,28.328,-92.922,0.031939,63.538,"Biomass_KG"
2007,28.348,-92.836,0.06097,130.01,"Biomass_KG"
2007,28.389,-92.836,0.065203,0,"Biomass_KG"
2007,28.438,-92.841,0.063799,650.41,"Biomass_KG"
2011,28.401,-92.824,0.036439,64.812,"Biomass_KG"
2014,28.404,-92.858,0.030682,42.388,"Biomass_KG"
2008,28.299,-92.815,0.037161,0,"Biomass_KG"
2008,28.288,-92.883,0.033616,262,"Biomass_KG"
2010,28.394,-92.789,0.031244,63.74,"Biomass_KG"
2009,28.304,-92.884,0.03086,0,"Biomass_KG"
2010,28.419,-92.723,0.036564,1676.9,"Biomass_KG"
2010,28.395,-92.564,0.033833,0,"Biomass_KG"
2013,28.299,-92.623,0.031244,0,"Biomass_KG"
2013,28.408,-92.74,0.032508,222.5,"Biomass_KG"
2012,28.299,-92.719,0.036313,0,"Biomass_KG"
2012,28.316,-92.677,0.035958,0,"Biomass_KG"
2011,28.283,-92.601,0.032479,187.81,"Biomass_KG"
2011,28.402,-92.588,0.033833,276.22,"Biomass_KG"
2014,28.352,-92.607,0.031477,0,"Biomass_KG"
2008,28.415,-92.689,0.028548,173.93,"Biomass_KG"
2008,28.376,-92.704,0.031156,0,"Biomass_KG"
2008,28.416,-92.662,0.058114,19.558,"Biomass_KG"
2008,28.377,-92.642,0.055749,0,"Biomass_KG"
2008,28.332,-92.645,0.063085,0,"Biomass_KG"
2010,28.283,-92.729,0.031126,844.38,"Biomass_KG"
2009,28.418,-92.741,0.03386,259.55,"Biomass_KG"
2012,28.273,-92.436,0.034156,0,"Biomass_KG"
2014,28.368,-92.549,0.031156,102.72,"Biomass_KG"
2014,28.417,-92.509,0.032168,0,"Biomass_KG"
2008,28.266,-92.475,0.057096,24.645,"Biomass_KG"
2012,28.262,-92.448,0.032168,58.746,"Biomass_KG"
2012,28.377,-92.557,0.036963,302.74,"Biomass_KG"
2010,28.415,-92.542,0.031244,43.121,"Biomass_KG"
2009,28.323,-92.534,0.033424,286.78,"Biomass_KG"
2009,28.31,-92.478,0.030532,0,"Biomass_KG"
2009,28.374,-92.561,0.033941,0,"Biomass_KG"
2007,28.402,-92.329,0.056841,79.046,"Biomass_KG"
2007,28.358,-92.33,0.054238,74.56,"Biomass_KG"
2007,28.314,-92.339,0.054133,138.04,"Biomass_KG"
2007,28.439,-92.332,0.055669,51.972,"Biomass_KG"
2007,28.397,-92.329,0.056915,39.652,"Biomass_KG"
2007,28.354,-92.331,0.055589,38.214,"Biomass_KG"
2007,28.313,-92.334,0.054144,60.692,"Biomass_KG"
2010,28.432,-92.269,0.036564,42.67,"Biomass_KG"
2012,28.398,-92.242,0.035186,0,"Biomass_KG"
2012,28.397,-92.298,0.03542,0,"Biomass_KG"
2014,28.361,-92.271,0.02968,0,"Biomass_KG"
2006,28.291,-92.082,0.054285,0,"Biomass_KG"
2006,28.3,-92.061,0.053225,426.84,"Biomass_KG"
2007,28.299,-92.154,0.059716,140.96,"Biomass_KG"
2007,28.344,-92.157,0.062411,0,"Biomass_KG"
2007,28.387,-92.174,0.051533,93.274,"Biomass_KG"
2010,28.367,-92.082,0.022319,0,"Biomass_KG"
2014,28.354,-92.093,0.029557,0,"Biomass_KG"
2014,28.265,-92.155,0.032168,0,"Biomass_KG"
2013,28.361,-92.159,0.031593,110.59,"Biomass_KG"
2009,28.28,-92.139,0.032732,42.718,"Biomass_KG"
2006,28.314,-91.881,0.056366,0,"Biomass_KG"
2006,28.306,-91.964,0.055493,550.79,"Biomass_KG"
2007,28.406,-91.926,0.057516,40.24,"Biomass_KG"
2007,28.364,-91.933,0.049507,98.34,"Biomass_KG"
2014,28.32,-91.954,0.031126,0,"Biomass_KG"
2008,28.318,-91.863,0.029957,0,"Biomass_KG"
2008,28.36,-91.859,0.031593,0,"Biomass_KG"
2008,28.386,-91.849,0.037161,0,"Biomass_KG"
2008,28.374,-91.901,0.028708,0,"Biomass_KG"
2013,28.277,-91.953,0.027369,0,"Biomass_KG"
2013,28.382,-91.977,0.030412,252.99,"Biomass_KG"
2008,28.41,-91.88,0.060416,0,"Biomass_KG"
2008,28.367,-91.868,0.056807,0,"Biomass_KG"
2009,28.397,-91.984,0.02968,0,"Biomass_KG"
2012,28.32,-91.806,0.032508,0,"Biomass_KG"
2008,28.408,-91.776,0.03092,1049,"Biomass_KG"
2008,28.347,-91.76,0.032592,221,"Biomass_KG"
2008,28.32,-91.839,0.029804,0,"Biomass_KG"
2009,28.332,-91.771,0.032536,0,"Biomass_KG"
2012,28.417,-91.541,0.031939,0,"Biomass_KG"
2011,28.409,-91.533,0.033616,0,"Biomass_KG"
2008,28.427,-91.651,0.033941,182.2,"Biomass_KG"
2008,28.434,-91.633,0.060959,0,"Biomass_KG"
2008,28.433,-91.63,0.059453,0,"Biomass_KG"
2010,28.42,-91.553,0.031593,145.19,"Biomass_KG"
2009,28.387,-91.555,0.032955,329.56,"Biomass_KG"
2009,28.331,-91.512,0.028676,0,"Biomass_KG"
2011,28.263,-91.404,0.034503,0,"Biomass_KG"
2011,28.265,-91.48,0.035728,191.42,"Biomass_KG"
2011,28.412,-91.406,0.028962,153.83,"Biomass_KG"
2011,28.435,-91.354,0.029711,375.56,"Biomass_KG"
2011,28.4,-91.361,0.031709,27.825,"Biomass_KG"
2014,28.335,-91.344,0.030682,0,"Biomass_KG"
2010,28.3,-91.342,0.033914,25.472,"Biomass_KG"
2009,28.273,-91.454,0.031564,23.29,"Biomass_KG"
2007,28.311,-91.161,0.05684,856.63,"Biomass_KG"
2012,28.351,-91.195,0.045371,0,"Biomass_KG"
2010,28.437,-91.229,0.030048,0,"Biomass_KG"
2008,28.273,-91.221,0.053073,0,"Biomass_KG"
2008,28.311,-91.233,0.023125,24.807,"Biomass_KG"
2009,28.438,-91.235,0.032592,0,"Biomass_KG"
2013,28.407,-91.107,0.032082,369.54,"Biomass_KG"
2013,28.371,-91.001,0.031709,97.425,"Biomass_KG"
2011,28.389,-91.04,0.028772,56.776,"Biomass_KG"
2014,28.416,-91.102,0.034236,0,"Biomass_KG"
2013,28.289,-90.945,0.030048,77.606,"Biomass_KG"
2009,28.346,-91.027,0.032955,790.05,"Biomass_KG"
2009,28.276,-91.11,0.033177,0,"Biomass_KG"
2009,28.399,-91.022,0.032955,0,"Biomass_KG"
2007,28.421,-90.836,0.058319,332.14,"Biomass_KG"
2012,28.321,-90.846,0.037528,0,"Biomass_KG"
2011,28.418,-90.858,0.03086,0,"Biomass_KG"
2014,28.263,-90.809,0.031156,0,"Biomass_KG"
2008,28.298,-90.824,0.031939,0,"Biomass_KG"
2008,28.322,-90.851,0.031593,0,"Biomass_KG"
2013,28.435,-90.795,0.031156,64.65,"Biomass_KG"
2010,28.32,-90.917,0.036564,61.151,"Biomass_KG"
2006,28.435,-90.672,0.030184,254.41,"Biomass_KG"
2011,28.332,-90.733,0.034688,267.11,"Biomass_KG"
2014,28.291,-90.735,0.034236,1416.1,"Biomass_KG"
2008,28.294,-90.595,0.032282,115.01,"Biomass_KG"
2008,28.368,-90.702,0.056516,802.36,"Biomass_KG"
2008,28.409,-90.714,0.027369,0,"Biomass_KG"
2006,28.425,-90.479,0.028772,488.24,"Biomass_KG"
2006,28.348,-90.406,0.03086,1956,"Biomass_KG"
2006,28.269,-90.558,0.029151,1382.6,"Biomass_KG"
2006,28.317,-90.576,0.028676,2341.6,"Biomass_KG"
2006,28.267,-90.522,0.031633,0,"Biomass_KG"
2006,28.279,-90.438,0.031192,73.022,"Biomass_KG"
2007,28.272,-90.499,0.063612,1722,"Biomass_KG"
2011,28.42,-90.436,0.03092,0,"Biomass_KG"
2012,28.28,-90.442,0.028161,25,"Biomass_KG"
2010,28.329,-90.483,0.032732,134.24,"Biomass_KG"
2010,28.309,-90.416,0.035134,0,"Biomass_KG"
2013,28.404,-90.463,0.037917,282.6,"Biomass_KG"
2014,28.335,-90.469,0.033424,109.4,"Biomass_KG"
2008,28.366,-90.42,0.030532,92.892,"Biomass_KG"
2008,28.291,-90.45,0.032082,119.04,"Biomass_KG"
2008,28.423,-90.478,0.057352,1007.3,"Biomass_KG"
2007,28.297,-90.372,0.050568,238.01,"Biomass_KG"
2010,28.432,-90.243,0.032536,0,"Biomass_KG"
2013,28.284,-90.243,0.03276,0,"Biomass_KG"
2011,28.397,-90.246,0.031593,54.616,"Biomass_KG"
2014,28.386,-90.351,0.033177,49.457,"Biomass_KG"
2008,28.431,-90.278,0.030261,286.92,"Biomass_KG"
2008,28.384,-90.239,0.032168,204.36,"Biomass_KG"
2008,28.309,-90.225,0.028676,231.13,"Biomass_KG"
2008,28.44,-90.247,0.068926,637.79,"Biomass_KG"
2007,28.329,-90.201,0.040662,0,"Biomass_KG"
2010,28.27,-90.133,0.03168,62.067,"Biomass_KG"
2010,28.354,-90.065,0.03092,0,"Biomass_KG"
2010,28.404,-90.161,0.030532,293.86,"Biomass_KG"
2013,28.305,-90.119,0.025713,0,"Biomass_KG"
2014,28.39,-90.083,0.031564,0,"Biomass_KG"
2008,28.402,-90.212,0.013533,179.63,"Biomass_KG"
2009,28.284,-90.16,0.03664,213.54,"Biomass_KG"
2008,28.428,-84.912,0.035108,0,"Biomass_KG"
2009,28.371,-84.915,0.037161,0,"Biomass_KG"
2009,28.323,-84.868,0.03529,0,"Biomass_KG"
2009,28.362,-84.873,0.034794,0,"Biomass_KG"
2008,28.3,-84.771,0.038134,0,"Biomass_KG"
2009,28.272,-84.673,0.042149,0,"Biomass_KG"
2009,28.312,-84.797,0.03542,0,"Biomass_KG"
2014,28.44,-84.708,0.035134,0,"Biomass_KG"
2014,28.303,-84.717,0.037917,0,"Biomass_KG"
2010,28.365,-84.588,0.036814,0,"Biomass_KG"
2010,28.278,-84.592,0.036111,0,"Biomass_KG"
2010,28.323,-84.456,0.037626,0,"Biomass_KG"
2009,28.352,-84.367,0.037917,0,"Biomass_KG"
2013,28.415,-84.372,0.041315,0,"Biomass_KG"
2013,28.381,-84.396,0.036111,0,"Biomass_KG"
2011,28.406,-84.431,0.03542,0,"Biomass_KG"
2011,28.361,-84.336,0.036414,0,"Biomass_KG"
2011,28.282,-84.31,0.036938,0,"Biomass_KG"
2014,28.375,-84.356,0.036564,0,"Biomass_KG"
2014,28.306,-84.458,0.037528,0,"Biomass_KG"
2009,28.438,-84.238,0.040237,0,"Biomass_KG"
2009,28.394,-84.181,0.036539,0,"Biomass_KG"
2009,28.405,-84.182,0.037626,0,"Biomass_KG"
2009,28.396,-84.161,0.037626,0,"Biomass_KG"
2014,28.429,-84.259,0.038516,0,"Biomass_KG"
2010,28.43,-83.998,0.036539,0,"Biomass_KG"
2011,28.361,-83.974,0.036963,0,"Biomass_KG"
2011,28.286,-84.024,0.036414,0,"Biomass_KG"
2009,28.274,-83.771,0.039802,0,"Biomass_KG"
2009,28.302,-83.759,0.041315,21.332,"Biomass_KG"
2012,28.33,-83.78,0.034503,0,"Biomass_KG"
2012,28.262,-83.788,0.033941,0,"Biomass_KG"
2011,28.4,-83.836,0.03664,0,"Biomass_KG"
2014,28.439,-83.62,0.031593,0,"Biomass_KG"
2009,28.314,-83.582,0.039409,0,"Biomass_KG"
2012,28.3,-83.686,0.039618,0,"Biomass_KG"
2008,28.436,-83.401,0.037626,0,"Biomass_KG"
2009,28.42,-83.437,0.033424,0,"Biomass_KG"
2014,28.413,-83.514,0.032592,737.88,"Biomass_KG"
2009,28.324,-83.517,0.038134,0,"Biomass_KG"
2013,28.348,-83.43,0.0356,0,"Biomass_KG"
2013,28.325,-83.449,0.035958,0,"Biomass_KG"
2010,28.302,-83.516,0.039455,0,"Biomass_KG"
2010,28.299,-83.543,0.038277,467.38,"Biomass_KG"
2010,28.3,-83.508,0.036111,0,"Biomass_KG"
2010,28.289,-83.47,0.037431,0,"Biomass_KG"
2009,28.408,-83.359,0.032732,0,"Biomass_KG"
2012,28.297,-83.241,0.037602,0,"Biomass_KG"
2012,28.383,-83.237,0.040622,0,"Biomass_KG"
2012,28.333,-83.283,0.039339,40.49,"Biomass_KG"
2012,28.325,-83.365,0.0356,0,"Biomass_KG"
2008,28.29,-83.164,0.044659,0,"Biomass_KG"
2008,28.335,-83.073,0.034503,0,"Biomass_KG"
2010,28.434,-83.094,0.037917,0,"Biomass_KG"
2014,28.422,-83.077,0.032704,0,"Biomass_KG"
2009,28.353,-83.167,0.035523,0,"Biomass_KG"
2009,28.275,-83.1,0.03811,0,"Biomass_KG"
2009,28.343,-83.135,0.014638,0,"Biomass_KG"
2013,28.304,-83.132,0.040373,0,"Biomass_KG"
2010,28.33,-83.193,0.031853,0,"Biomass_KG"
2008,28.115,-96.629,0.032928,0,"Biomass_KG"
2008,28.134,-96.651,0.032168,0,"Biomass_KG"
2008,28.228,-96.521,0.032536,0,"Biomass_KG"
2006,28.137,-96.452,0.035783,21.01,"Biomass_KG"
2007,28.246,-96.481,0.016808,0,"Biomass_KG"
2007,28.181,-96.492,0.031383,0,"Biomass_KG"
2013,28.257,-96.354,0.030261,19.392,"Biomass_KG"
2012,28.152,-96.472,0.030261,390.41,"Biomass_KG"
2012,28.221,-96.411,0.029804,59.453,"Biomass_KG"
2012,28.186,-96.413,0.031244,0,"Biomass_KG"
2014,28.236,-96.342,0.033479,163.62,"Biomass_KG"
2014,28.095,-96.456,0.031709,46.536,"Biomass_KG"
2008,28.18,-96.498,0.033479,0,"Biomass_KG"
2013,28.122,-96.349,0.031593,223.82,"Biomass_KG"
2008,28.081,-96.42,0.051158,0,"Biomass_KG"
2012,28.223,-96.492,0.030532,30.73,"Biomass_KG"
2009,28.223,-96.479,0.02968,2187.1,"Biomass_KG"
2009,28.175,-96.451,0.031593,170.7,"Biomass_KG"
2009,28.221,-96.464,0.031244,0,"Biomass_KG"
2009,28.253,-96.387,0.031244,0,"Biomass_KG"
2007,28.153,-96.18,0.035193,901.78,"Biomass_KG"
2007,28.127,-96.18,0.035212,274.51,"Biomass_KG"
2007,28.258,-96.31,0.037936,0,"Biomass_KG"
2011,28.099,-96.339,0.032704,366.62,"Biomass_KG"
2014,28.157,-96.263,0.03086,931.44,"Biomass_KG"
2014,28.259,-96.293,0.029804,446.54,"Biomass_KG"
2014,28.233,-96.278,0.029896,600.95,"Biomass_KG"
2014,28.128,-96.321,0.029557,25.058,"Biomass_KG"
2014,28.163,-96.291,0.030532,0,"Biomass_KG"
2008,28.2,-96.248,0.036814,165.92,"Biomass_KG"
2010,28.196,-96.266,0.029711,859.28,"Biomass_KG"
2009,28.109,-96.33,0.028676,0,"Biomass_KG"
2009,28.106,-96.332,0.028548,12081,"Biomass_KG"
2009,28.257,-96.3,0.031477,1153.9,"Biomass_KG"
